722A	2.00	19911009	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 9.8 
2	 9.8 	 19.4 
3	 19.4 	 29 
4	 29 	 38.6 
5	 38.6 	 48.2 
6	 48.2 	 57.5 
7	 57.5 	 67.2 
8	 67.2 	 76.8 
9	 76.8 	 86.5 
10	 86.5 	 94.33 
11	 96.2 	 105.75 
12	 105.9 	 114.45 
13	 115.6 	 125.1 
14	 125.3 	 131.87 
15	 134.9 	 144.43 
16	 144.6 	 154.22 
17	 154.3 	 159 
18	 163.9 	 171.69 
19	 173.6 	 183.02 
20	 183.3 	 191.06 
21	 193 	 197.66 
22	 202.7 	 212.11 
23	 212.4 	 222 
24	 222 	 231.7 
25	 231.7 	 233.28 
26	 241.7 	 243.02 
27	 251 	 256.84 
28	 260.7 	 261.22 
29	 270.4 	 274.02 
