647A	2.00	19911009	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 9.2 
2	 9.2 	 18.4 
3	 18.9 	 18.9 
4	 28.6 	 38.1 
5	 38.1 	 38.4 
6	 48.6 	 57.77 
7	 58.3 	 67.93 
8	 68 	 71.93 
9	 77.6 	 82.51 
10	 87.3 	 93.87 
11	 97 	 102.33 
12	 106.7 	 112.4 
13	 116 	 123.58 
14	 125.7 	 129.1 
15	 135.4 	 139.22 
16	 145.1 	 148.5 
17	 154.8 	 162.66 
18	 164.1 	 166.52 
19	 173.8 	 182.65 
20	 183.5 	 191.49 
21	 193.1 	 198.7 
22	 202.7 	 202.86 
23	 212.3 	 221.82 
24	 221.9 	 227.5 
25	 231.5 	 240.14 
26	 241.1 	 242.33 
27	 250.4 	 260.04 
28	 260.1 	 269.7 
29	 269.7 	 278.7 
30	 279.4 	 289 
31	 289 	 291.78 
32	 298.6 	 300.64 
33	 308.3 	 310.66 
34	 318 	 319.46 
35	 327.6 	 332.7 
36	 337.2 	 343.2 
37	 346.7 	 352.33 
38	 356.4 	 366.1 
39	 366.1 	 370.22 
40	 375.7 	 375.95 
41	 385.4 	 394.33 
42	 395.1 	 404.73 
43	 404.8 	 414.23 
44	 414.5 	 423.48 
45	 424.1 	 428.58 
46	 433.8 	 443.47 
47	 443.5 	 452.79 
48	 453.2 	 462.8 
49	 462.8 	 472.35 
50	 472.5 	 481.7 
51	 482.1 	 491 
52	 491.8 	 501.32 
53	 501.4 	 511.07 
54	 511.1 	 519.15 
55	 520.7 	 530.3 
56	 530.3 	 530.46 
57	 540 	 540 
58	 549.7 	 549.86 
59	 559.4 	 559.85 
60	 569.1 	 578.76 
61	 578.8 	 579.43 
62	 598.1 	 606.22 
63	 607.8 	 610.29 
64	 617.5 	 621.97 
65	 627.2 	 631.58 
66	 636.8 	 640.65 
67	 646.5 	 651.45 
68	 656.2 	 662.14 
69	 665.9 	 666.29 
70	 685.2 	 690.45 
71	 694.8 	 698.7 
72	 704.5 	 708.91 
73	 714 	 723.01 
74	 723.5 	 733 
75	 733 	 736 
