1143C	2.00	20020813	1	From IR ODP 184, CD-ROM,ch.4,p.82
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0.0	9.33
2	9.4	19.37
3	18.9	28.90
4	28.4	37.92
5	34.9	44.95
6	44.4	54.42
7	53.9	63.88
8	63.4	73.50
9	72.9	82.82
10	82.4	92.22
11	91.9	101.66
12	101.4	111.35
13	110.9	120.75
14	120.4	130.43
15	129.9	139.47
16	139.4	149.22
17	148.9	158.26
18	158.4	168.18
19	167.9	176.97
20	177.4	181.09
21	180.1	190.01
22	189.7	199.46
23	199.3	209.09
24	208.9	218.77
25	218.5	228.36
26	228.1	233.53
27	237.7	247.46
28	247.3	257.13
29	257.0	266.80
30	266.7	276.50
31	276.4	286.18
32	286.1	294.59
33	295.7	302.73
34	305.3	311.91
35	314.9	322.42
36	324.5	333.67
37	334.1	338.49
38	343.7	347.46
39	353.3	362.35
40	362.8	370.88
41	372.4	381.45
42	381.7	391.42
43	391.3	399.63
44	401.0	410.27
45	410.7	420.45
46	420.3	427.96
47	429.9	439.76
48	439.5	448.18
49	449.2	458.24
50	458.9	467.66
51	468.5	476.42
52	478.2	487.42
53	487.9	496.99
54	497.6	500.51
