1143B	2.00	20020813	1	From IR ODP 184, CD-ROM,ch.4,p.81-82
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0.0	5.40
2	5.4	15.04
3	14.9	24.86
4	24.4	34.00
5	33.9	43.65
6	43.4	53.10
7	52.9	62.43
8	62.4	72.26
9	71.9	81.78
10	81.4	91.33
11	90.9	100.67
12	100.4	110.29
13	109.9	118.71
14	119.4	129.07
15	128.9	138.36
16	138.4	148.21
17	147.9	157.61
18	157.4	167.29
19	166.9	175.29
20	175.4	182.28
21	181.1	190.86
22	190.7	196.39
23	200.3	208.12
24	209.9	214.55
25	219.5	227.64
26	229.2	236.11
27	238.9	248.74
28	248.6	256.63
