1134A	2.00	20020417	1	From IR ODP 182, CD-ROM,ch.12,p.59-60
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0.0	4.50
2	4.5	14.24
3	14.0	23.44
4	23.5	33.15
5	33.0	42.91
6	42.5	52.05
7	52.0	61.92
8	61.5	70.87
9	71.0	80.77
10	80.5	90.22
11	90.0	99.99
12	99.5	108.38
13	109.0	118.58
14	118.5	126.17
15	126.0	130.97
16	127.9	137.74
17	137.5	144.20
18	147.1	147.13
19	156.7	162.87
20	166.3	170.16
21	175.9	176.61
22	185.5	191.80
23	195.1	197.86
24	204.7	206.95
25	214.3	215.22
26	223.9	224.08
27	233.6	238.67
28	243.3	243.44
29	252.9	253.11
30	262.5	262.75
31	272.2	272.60
32	281.8	281.99
33	291.4	291.42
34	300.8	304.54
35	310.4	310.95
36	320.0	322.12
37	329.7	332.19
38	339.3	340.97
39	349.0	351.67
40	358.6	361.94
41	368.2	368.50
42	377.9	377.90
43	387.5	387.50
