694B	2.00	19911009	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 5.5 
2	 5.5 	 15.1 
3	 15.1 	 24.42 
4	 24.7 	 27.23 
5	 34.3 	 36.3 
6	 44 	 48.21 
7	 53.6 	 53.6 
8	 63.1 	 63.1 
9	 72.8 	 73.45 
10	 82.5 	 84.95 
11	 92.2 	 92.56 
12	 101.9 	 102 
13	 107.4 	 108.9 
14	 111.5 	 113.82 
15	 121.2 	 122.48 
16	 0 	 .1 
17	 122.5 	 122.5 
18	 130.9 	 135.4 
19	 135.9 	 136.22 
20	 12.5 	 14.45 
21	 140.8 	 140.8 
22	 150.4 	 153.8 
23	 160 	 168.7 
24	 169.6 	 175.6 
25	 179.2 	 179.2 
