344	2.00	19910225	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 .1 
2	 1.5 	 3.4 
3	 11 	 18.2 
4	 20.5 	 20.6 
5	 30 	 39.5 
6	 39.5 	 48.7 
7	 49 	 57.4 
8	 58.5 	 66.2 
9	 68 	 77.5 
10	 77.5 	 84.8 
11	 87 	 90.7 
12	 96.5 	 102.8 
13	 106 	 107.3 
14	 115.5 	 117.2 
15	 125 	 133.2 
16	 134.5 	 137 
17	 144 	 145.4 
18	 153.5 	 154.8 
19	 163 	 163.3 
20	 172.5 	 173.2 
21	 182 	 184.5 
22	 191.5 	 192.5 
23	 201 	 203.4 
24	 210.5 	 212 
25	 220 	 221.3 
26	 229.5 	 230.7 
27	 239 	 244.6 
28	 258 	 259.8 
29	 277 	 277.4 
30	 286.5 	 287.5 
31	 315 	 319.5 
32	 343.5 	 348 
33	 372 	 376.3 
34	 377.5 	 382.4 
35	 387 	 392.3 
36	 395 	 401.3 
37	 404.5 	 408.2 
