1016d	2.00	20010326	1	From IR ODP 167, p.244
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0	7.98
2	8.0	17.89
3	17.5	24.40
4	27.0	36.98
5	36.5	45.86
6	46.0	55.81
7	55.5	65.50
8	65.0	74.77
9	74.5	84.16
10	84.0	93.98
11	93.5	101.20
12	103.0	112.28
13	112.5	122.50
14	122.0	131.74
15	131.5	141.64
16	141.0	150.97
