530B	2.00	19910225	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 2.4 
2	 2.4 	 6.8 
3	 6.8 	 11.2 
4	 11.2 	 15.6 
5	 15.6 	 15.6 
6	 20 	 23.4 
7	 23.4 	 27.32 
8	 27.8 	 32.2 
9	 32.2 	 35.8 
10	 36.6 	 40.88 
11	 41 	 44.79 
12	 45.4 	 49.54 
13	 49.8 	 54.2 
14	 54.2 	 58.6 
15	 58.6 	 61.8 
16	 63 	 67.27 
17	 67.4 	 71.18 
18	 71.8 	 75.23 
19	 76.2 	 76.21 
20	 80.6 	 84.22 
21	 85 	 87.37 
22	 88 	 92.4 
23	 92.4 	 95.37 
24	 96.8 	 99.8 
25	 99.8 	 102.8 
26	 102.8 	 106.8 
27	 107.2 	 110.16 
28	 110.2 	 110.25 
29	 113.2 	 116.2 
30	 116.2 	 116.2 
31	 118.2 	 122.03 
32	 122.6 	 125.78 
33	 127 	 130.2 
34	 131.4 	 133.88 
35	 134.4 	 137.54 
36	 138.8 	 142.2 
37	 142.2 	 145.2 
38	 145.2 	 148.89 
39	 149.2 	 153.35 
40	 153.6 	 153.68 
41	 154.6 	 158 
42	 158 	 158 
43	 160 	 163 
44	 163 	 167.04 
45	 167.4 	 170.8 
46	 170.8 	 173.91 
47	 174.2 	 177.6 
48	 177.6 	 180.57 
