927A	2.00	19981125	1	From IR ODP 154, p.238
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0	8.96
2	9.5	19.10
3	19.0	28.72
4	28.5	37.32
5	38.0	47.71
6	47.5	57.30
7	57.0	64.74
8	66.5	76.41
9	76.0	86.05
10	85.5	95.23
11	95.0	104.95
12	104.5	114.44
13	114.0	123.19
14	123.5	133.25
15	133.0	142.81
16	142.5	151.82
17	152.0	161.65
18	161.5	171.33
19	171.0	180.55
20	180.5	190.62
21	190.0	200.26
22	199.5	209.52
23	209.0	217.18
24	217.5	227.25
25	227.0	237.23
26	236.5	246.72
27	246.0	255.88
28	255.5	265.76
29	265.0	275.28
30	274.5	284.65
31	284.0	290.42
32	293.5	302.46
33	303.0	313.03
