158	2.00	19951010	1	From IR DSDP, 16, p. 156
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0	2.95
2	9	13.85
3	18	27.24
4	27	32.66
5	36	45.00
6	45	54.00
7	54	62.78
8	63	71.55
9	72	80.90
10	81	89.21
11	90	99.60
12	99	107.95
13	108	116.66
14	117	125.94
15	126	135.19
16	135	144.12
17	144	153.24
18	153	161.75
19	162	171.26
20	171	180.18
21	180	187.30
22	189	197.00
23	198	205.10
24	207	210.55
25	216	223.53
26	225	233.83
27	234	242.81
28	243	252.01
29	252	254.88
30	261	269.95
31	270	271.11
32	279	284.11
33	287	289.53
34	296	297.10
35	305	305.00
36	314	314.62
