645B	2.00	19911009	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 4 
2	 4 	 9.14 
3	 13.5 	 17.64 
4	 22.8 	 23.41 
5	 32.2 	 36.49 
6	 42.6 	 43.57 
7	 52.3 	 52.45 
8	 62 	 65.68 
9	 71.6 	 76.56 
10	 81.3 	 86 
11	 90.9 	 95.77 
12	 100.6 	 100.67 
13	 110.3 	 116.57 
14	 119.9 	 124.98 
15	 129.5 	 130.56 
16	 139.1 	 139.59 
17	 148.8 	 155.01 
18	 158.4 	 160.59 
19	 168.1 	 177.01 
20	 177.7 	 182.97 
21	 187.4 	 196.8 
22	 196.8 	 206.6 
23	 206.6 	 216.2 
24	 216.2 	 224.29 
25	 225.9 	 225.9 
26	 235.6 	 245.2 
27	 245.2 	 254.9 
28	 254.9 	 260.35 
29	 264.6 	 272.68 
30	 274.2 	 283.8 
31	 283.8 	 292.02 
32	 293.5 	 298.9 
