839B	2.00	19960219	1	From IR ODP, 135, p. 409
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0.0	0.57
2	90.0	91.30
3	110.0	110.25
4	119.7	119.94
5	129.4	131.18
6	180.0	180.29
7	189.7	190.24
8	194.7	195.37
9	199.3	199.94
10	204.3	204.46
11	208.5	209.34
12	213.5	215.60
13	218.2	221.66
14	227.2	221.86
15	237.3	242.06
16	247.0	248.30
17	256.7	257.20
18	266.4	266.85
19	276.0	276.47
20	285.7	286.28
21	295.3	295.80
22	305.0	305.25
23	314.6	315.12
24	324.3	324.53
25	334.0	334.34
26	343.6	343.88
27	353.3	353.61
28	362.9	363.14
29	372.6	373.66
30	382.2	382.75
31	391.9	392.01
32	401.6	410.60
33	411.3	411.30
34	420.9	421.06
35	430.3	430.79
36	439.6	439.90
37	449.2	449.58
38	458.9	459.06
39	468.6	468.66
40	477.9	477.90
41	487.5	487.64
42	497.2	497.26
43	502.2	502.20
44	507.2	507.20
45	512.2	512.20
