642B	2.00	19911009	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 4.75 
2	 4.8 	 13.47 
3	 14.3 	 20.5 
4	 20.7 	 29.4 
5	 29.4 	 38.9 
6	 38.9 	 47.3 
7	 47.4 	 56.9 
8	 56.9 	 66.4 
9	 66.4 	 75.9 
10	 75.9 	 85.4 
11	 85.4 	 94.9 
12	 94.9 	 104.2 
13	 104.2 	 113.97 
14	 114 	 115.75 
15	 123.5 	 128.01 
16	 128.1 	 137.99 
17	 138 	 147.68 
18	 147.8 	 157.41 
19	 157.7 	 167.21 
20	 167.4 	 177.1 
21	 177.1 	 186.64 
22	 186.7 	 196 
23	 196 	 205.6 
24	 205.6 	 213.02 
25	 213.1 	 221.1 
