356	2.00	19910225	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 0 
2	 9.5 	 19 
3	 38 	 47.5 
4	 57 	 66.4 
5	 85.5 	 95 
6	 114 	 120.5 
7	 133 	 142.5 
8	 161.5 	 164.1 
9	 190 	 192.5 
10	 218.5 	 223.7 
11	 237.5 	 242.2 
12	 247 	 250.2 
13	 256.5 	 258.3 
14	 266 	 267.6 
15	 275.5 	 280 
16	 285 	 287.1 
17	 294.5 	 304 
18	 304 	 312.6 
19	 313.5 	 321.8 
20	 323 	 327.6 
21	 332.5 	 337.7 
22	 342 	 350.3 
23	 351.5 	 359.9 
24	 361 	 370.5 
25	 370.5 	 376.8 
26	 380 	 389.5 
27	 389.5 	 398.8 
28	 399 	 407.8 
29	 408.5 	 417.7 
30	 418 	 427.2 
31	 437 	 446.5 
32	 456 	 464.1 
33	 484.5 	 494 
34	 513 	 522.5 
35	 541.5 	 551 
36	 570 	 576 
37	 598.5 	 608 
38	 646 	 650.2 
39	 674.5 	 682.7 
40	 693.5 	 703 
41	 703 	 709.5 
42	 712.5 	 721.5 
43	 722 	 731.5 
44	 731.5 	 739.8 
