976C	2.00	19990507	1	From IR ODP 161, p.187
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0	5.98
2	6.0	15.91
3	15.5	25.52
4	25.0	34.97
5	34.5	44.45
6	44.0	53.98
7	53.5	63.41
8	63.0	72.88
9	72.5	82.59
10	82.0	92.02
11	91.5	101.29
12	101.0	111.39
13	110.5	120.37
14	120.0	130.12
15	129.5	139.02
16	139.2	148.66
17	148.8	152.82
18	158.5	167.90
19	168.1	177.47
20	177.8	182.90
21	187.4	187.40
22	197.1	206.76
23	206.6	216.79
24	216.2	226.35
25	225.8	228.87
26	235.4	245.22
27	245.1	254.94
28	254.8	264.29
29	264.4	274.49
30	274.0	274.01
31	283.6	293.51
32	293.2	303.29
33	302.7	312.54
34	312.3	322.32
35	321.9	331.56
36	331.6	341.74
37	341.1	351.51
38	350.8	359.63
39	360.4	365.94
40	370.1	370.75
