313	2.00	19910225	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 8 
2	 35.5 	 39 
3	 73.5 	 82.3 
4	 111.5 	 120.4 
5	 149.5 	 159 
6	 159 	 159.3 
7	 168 	 176.1 
8	 177 	 177.1 
9	 186.5 	 187.4 
10	 189 	 189.1 
11	 195.5 	 195.6 
12	 205 	 211.5 
13	 214 	 223 
14	 223 	 223.1 
15	 232.5 	 238 
16	 242 	 249 
17	 260.5 	 267 
18	 279.5 	 287.1 
19	 298.5 	 308 
20	 336.5 	 340.4 
21	 374.5 	 382 
22	 397 	 400 
23	 400 	 400.5 
24	 409.5 	 417.1 
25	 419 	 424.1 
26	 428.5 	 430.4 
27	 438 	 441.1 
28	 447.5 	 452.5 
29	 457 	 462.2 
30	 466 	 470.4 
31	 475.5 	 482.1 
32	 485 	 489.1 
33	 494.5 	 497.3 
34	 504 	 508.7 
35	 513.5 	 520.7 
36	 523 	 529.1 
37	 532.5 	 542 
38	 542 	 546.5 
39	 551 	 556.2 
40	 560 	 564.5 
41	 569 	 575.6 
42	 578.5 	 583 
43	 588 	 589.9 
44	 597 	 601.6 
