552A	2.00	19910225	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 4 
2	 4 	 9 
3	 9 	 14 
4	 14 	 19 
5	 19 	 24 
6	 24 	 28.79 
7	 29 	 33.8 
8	 34 	 39 
9	 39 	 43.95 
10	 44 	 49 
11	 49 	 54 
12	 54 	 58.94 
13	 59 	 61.87 
14	 64 	 67 
15	 67 	 71.93 
16	 72 	 77 
17	 77 	 82 
18	 82 	 87 
19	 87 	 91.77 
20	 92 	 95 
21	 95 	 98.95 
22	 99 	 103.27 
23	 104 	 108.46 
24	 108.5 	 113.22 
25	 113.5 	 118.23 
26	 118.5 	 123.45 
27	 123.5 	 128.39 
28	 128.5 	 133.5 
29	 133.5 	 138.5 
30	 138.5 	 143.5 
31	 143.5 	 148.36 
32	 148.5 	 153.5 
33	 153.5 	 158.46 
34	 158.5 	 163.5 
35	 163.5 	 168.5 
36	 168.5 	 173.5 
37	 173.5 	 178.2 
38	 178.5 	 183.42 
