1124C	2.00	20000802	1	From IR ODP 181, p.77
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0	0.00
1	8.0	9.51
2	17.6	25.28
3	27.2	37.20
4	36.7	46.44
5	46.2	56.19
6	55.7	65.28
7	65.2	75.19
8	74.7	84.45
9	84.2	94.24
10	93.7	102.82
11	103.2	113.05
12	112.7	121.85
13	122.2	132.11
14	131.7	141.21
15	141.2	150.65
16	150.7	159.42
17	159.2	168.80
18	168.8	178.38
19	178.4	188.27
20	188.0	197.67
21	197.7	207.46
22	207.3	217.06
23	216.9	226.69
24	226.5	236.16
25	236.2	245.98
26	245.8	255.50
27	255.4	265.05
28	265.1	274.72
29	274.7	276.51
30	284.3	284.45
31	294.0	303.18
32	303.6	313.05
33	313.3	322.78
34	322.9	332.59
35	332.6	342.44
36	342.2	351.81
37	351.9	361.64
38	361.5	371.16
39	371.2	381.05
40	380.8	390.17
41	390.4	399.97
42	400.1	409.84
43	409.7	418.75
44	419.3	429.07
45	429.0	438.72
46	438.7	445.88
47	448.3	457.56
48	457.9	463.42
49	467.4	473.12
