797C	2.00	19911009	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 484 	 484.18 
2	 493.5 	 496.64 
3	 503 	 506.38 
4	 512.5 	 512.52 
5	 522 	 527.68 
6	 531.6 	 539.01 
7	 541.3 	 541.93 
8	 550.9 	 553.71 
9	 560.6 	 562.02 
10	 570 	 574.85 
11	 579.5 	 580.15 
12	 589.3 	 594.34 
13	 598.8 	 601.05 
14	 608.3 	 609.44 
15	 617.8 	 620.95 
16	 627.3 	 630.18 
17	 636.9 	 637.73 
18	 646.5 	 649.55 
19	 656.1 	 663.51 
20	 665.9 	 669.03 
21	 675.6 	 682.4 
22	 685.1 	 694.6 
23	 694.6 	 702.66 
24	 704.1 	 712.42 
25	 713.6 	 722.14 
26	 723.2 	 725.22 
27	 732.9 	 734.5 
28	 742.6 	 743.84 
29	 744.6 	 746.64 
30	 754 	 759.65 
31	 763 	 769.34 
32	 772.4 	 774.95 
33	 781.6 	 785.69 
34	 791 	 800.3 
35	 800.3 	 804.22 
36	 804.8 	 808.28 
37	 814.4 	 823.55 
38	 824 	 824 
39	 833.7 	 833.7 
40	 842.7 	 842.7 
41	 852.4 	 856.21 
42	 861.9 	 862.1 
43	 871.6 	 871.79 
44	 881.3 	 885.32 
45	 890.9 	 894.9 
