516	2.00	19910225	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 2.34 
2	 2.5 	 6.03 
3	 6.9 	 11.3 
4	 11.3 	 15.7 
5	 15.7 	 20.1 
6	 20.1 	 24.5 
7	 24.5 	 28.9 
8	 28.9 	 33.3 
9	 28.9 	 33.3 
10	 37.7 	 41.81 
11	 42.1 	 46.23 
12	 46.5 	 50.9 
13	 50.9 	 54.83 
14	 55.3 	 59.7 
15	 59.7 	 62.51 
16	 64.1 	 67.01 
17	 68.5 	 72.9 
18	 72.9 	 75.49 
19	 77.3 	 77.3 
20	 81.7 	 86 
21	 86.1 	 90.16 
22	 90.5 	 93.84 
23	 94.9 	 94.9 
24	 99.3 	 103.7 
25	 103.7 	 106.48 
26	 108.1 	 112.28 
27	 112.5 	 116.9 
28	 116.9 	 121.3 
29	 121.3 	 125.7 
30	 125.7 	 129.54 
31	 130.1 	 130.1 
32	 134.5 	 138.89 
33	 138.9 	 142.27 
34	 143.3 	 147.37 
35	 147.7 	 152.02 
36	 152.1 	 154.47 
37	 156.5 	 159.19 
38	 160.9 	 163.79 
39	 165.3 	 168.96 
40	 169.7 	 173.3 
41	 173.3 	 173.3 
42	 177.3 	 180.47 
43	 180.8 	 181.42 
44	 182.3 	 182.35 
