889A	2.00	19960308	1	From IR ODP, 146, p. 134
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	20.0	30.16
2	29.5	39.86
3	39.0	50.00
4	48.5	59.41
5	58.0	68.23
6	67.5	78.35
7	77.0	86.42
8	86.5	94.55
9	94.5	104.78
10	104.0	114.06
11	113.5	118.79
12	119.0	127.49
13	127.0	127.57
14	128.0	129.22
15	129.0	129.45
16	130.0	130.03
17	130.1	131.99
18	139.6	146.37
19	149.1	155.26
20	158.6	165.97
21	168.0	168.00
22	177.5	186.12
23	186.8	186.00
24	187.8	197.73
25	197.3	200.72
26	206.8	215.38
27	216.3	216.30
28	217.3	224.11
29	226.8	226.80
30	227.8	235.06
31	237.2	246.78
32	246.7	250.83
33	256.2	256.20
34	257.2	261.66
35	265.7	265.70
36	266.7	268.09
37	275.2	275.40
38	284.1	284.17
39	292.8	293.95
40	301.5	308.68
41	310.5	316.35
42	319.5	320.24
43	328.4	330.19
44	337.2	338.72
