986C	2.00	19991012	1	From IR ODP 162, p.291
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0	7.55
2	7.5	14.81
3	17.0	26.35
4	26.5	35.59
5	36.0	45.28
6	45.5	54.45
7	54.3	62.39
8	62.3	72.26
9	71.8	71.80
10	80.6	88.51
11	90.2	98.10
12	99.8	103.57
13	109.5	115.85
14	119.2	128.81
15	128.8	135.84
16	138.5	147.04
17	148.1	156.79
18	157.8	158.02
19	167.4	170.39
20	177.1	179.69
21	186.7	193.46
22	196.3	201.32
23	205.9	206.40
24	215.5	216.43
25	225.1	225.10
26	234.7	235.54
27	244.3	245.83
28	254.0	256.47
29	259.0	265.11
30	263.6	268.24
31	273.2	280.43
32	282.8	282.83
33	292.4	292.49
34	302.1	304.58
35	311.7	314.33
36	321.3	322.29
37	330.9	340.92
38	340.6	345.79
39	350.2	357.63
40	359.8	367.22
41	369.4	376.29
42	379.1	385.15
43	388.7	393.43
44	398.3	402.91
