496	2.00	19910225	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 7.2 
2	 7.5 	 15.14 
3	 17 	 23.88 
4	 26.5 	 26.5 
5	 36 	 41.69 
6	 45.5 	 51.7 
7	 55 	 58.9 
8	 64.5 	 67.34 
9	 74 	 79.51 
10	 83.5 	 91.45 
11	 93 	 96.57 
12	 102.5 	 107.34 
13	 112 	 115.58 
14	 121.5 	 124.58 
15	 131 	 136.07 
16	 140.5 	 141.86 
17	 150 	 152.3 
18	 159.5 	 159.62 
19	 169 	 171.38 
20	 178.5 	 181.07 
21	 188 	 197.38 
22	 197.5 	 203.92 
23	 207 	 212.89 
24	 216.5 	 222.04 
25	 226 	 232.5 
26	 235.5 	 241.78 
27	 245 	 252.91 
28	 254.5 	 259.28 
29	 264 	 272.85 
30	 273.5 	 283 
31	 283 	 286.17 
32	 292.5 	 292.5 
33	 302 	 310.45 
34	 311.5 	 317.97 
35	 321 	 328.09 
36	 330.5 	 339.15 
37	 340 	 340.43 
38	 349.5 	 351.43 
39	 359 	 363.04 
40	 368.5 	 373.06 
