667A	2.00	19911009	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 1.3 
2	 1.3 	 10.6 
3	 10.8 	 20.3 
4	 20.3 	 29.27 
5	 29.8 	 38.75 
6	 39.3 	 47.95 
7	 48.8 	 56.87 
8	 58.3 	 66.45 
9	 67.8 	 76.17 
10	 77.3 	 85.52 
11	 86.8 	 94.67 
12	 96.3 	 104.24 
13	 105.8 	 114.91 
14	 115.3 	 124.34 
15	 124.8 	 134.3 
16	 134.3 	 143.36 
17	 143.8 	 151.37 
18	 153.3 	 162.8 
19	 162.8 	 170.51 
20	 172.3 	 181.5 
21	 181.8 	 191.3 
22	 191.3 	 200.8 
23	 200.8 	 210.3 
24	 210.3 	 215.02 
25	 219.8 	 225.22 
26	 229.3 	 234.04 
27	 238.8 	 244.8 
28	 248.3 	 253.1 
29	 257.8 	 267.03 
30	 267.3 	 275.32 
31	 276.8 	 282.22 
32	 286.3 	 294.91 
33	 295.8 	 301.77 
34	 305.3 	 312.21 
35	 314.8 	 320.76 
36	 324.3 	 329.93 
37	 333.8 	 341.67 
38	 343.3 	 349.96 
39	 352.8 	 357.08 
40	 362.3 	 371.13 
41	 371.8 	 376.49 
