369A	2.00	19910225	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 42 	 51 
2	 51.5 	 61 
3	 61 	 70.5 
4	 70.5 	 80 
5	 80 	 89.4 
6	 89.5 	 99 
7	 99 	 108.5 
8	 108.5 	 118 
9	 118 	 126.7 
10	 127.5 	 135.9 
11	 137 	 146.3 
12	 146.5 	 156 
13	 156 	 165.5 
14	 165.5 	 173.8 
15	 175 	 184.5 
16	 184.5 	 185.4 
17	 194 	 203.1 
18	 203.5 	 212.2 
19	 213 	 221.25 
20	 222.5 	 231 
21	 232 	 239.9 
22	 241.5 	 250.1 
23	 251 	 259.9 
24	 260.5 	 268.6 
25	 270 	 278 
26	 279.5 	 286.2 
27	 289 	 297.4 
28	 298.5 	 304.8 
29	 308 	 315.4 
30	 317.5 	 325 
31	 327 	 334.8 
32	 336.5 	 342 
33	 346 	 351.1 
34	 355.5 	 358 
35	 365 	 371.6 
36	 374.5 	 381.8 
37	 384 	 392.3 
38	 393.5 	 400.2 
39	 403 	 407 
40	 412.5 	 417.6 
41	 422 	 427.4 
42	 431.5 	 436.1 
43	 441 	 446.7 
44	 450.5 	 454.6 
45	 460 	 465.8 
46	 469.5 	 476 
47	 479 	 486 
