583F	2.00	19910225	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 150.4 	 150.4 
2	 160 	 160.01 
3	 169.6 	 169.63 
4	 179.3 	 179.3 
5	 189 	 189 
6	 198.7 	 201.69 
7	 208.2 	 208.44 
8	 217.7 	 218.21 
9	 227.2 	 227.2 
10	 236.9 	 236.9 
11	 246.6 	 247.75 
12	 256.3 	 259.82 
13	 266 	 266.69 
14	 275.7 	 278.51 
15	 285.4 	 286.45 
16	 295 	 296.99 
17	 304.6 	 307.1 
18	 314.2 	 318.41 
19	 323.9 	 325.08 
20	 333.6 	 336.26 
21	 343.3 	 343.43 
22	 352.9 	 355.13 
23	 362.5 	 362.63 
24	 372.1 	 378.66 
25	 381.8 	 383.65 
26	 391.5 	 396.39 
27	 401.2 	 403.4 
28	 410.8 	 411.62 
29	 420.4 	 422.73 
30	 430 	 430 
