1085B	2.00	19990326	1	From IR ODP 175, p.388
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0	7.90
2	7.9	17.64
3	17.4	27.06
4	26.9	36.84
5	36.4	46.28
6	45.9	55.85
7	55.4	65.32
8	64.9	73.79
9	74.4	84.45
10	83.9	93.77
11	93.4	102.77
12	102.9	112.88
13	112.4	122.27
14	121.9	131.99
15	131.4	141.16
16	140.9	149.72
17	150.4	160.37
18	159.9	169.37
19	169.4	178.67
20	178.9	188.15
21	188.4	198.13
22	197.9	207.65
23	207.4	217.37
24	216.9	226.41
25	226.4	236.39
26	235.9	245.53
27	245.4	255.22
28	254.9	261.08
29	260.9	270.99
30	270.4	279.98
31	279.9	287.98
32	289.4	299.25
33	298.9	308.70
34	308.4	315.40
35	315.4	321.28
