171	2.00	19910225	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 5 	 13.5 
2	 27 	 36 
3	 46 	 55 
4	 64 	 72.7 
5	 83 	 92 
6	 102 	 104.5 
7	 120 	 120 
8	 129 	 138 
9	 148 	 157 
10	 157 	 164.5 
11	 166 	 173 
12	 176 	 176 
13	 195 	 202 
14	 213 	 213 
15	 222 	 230.5 
16	 231 	 240 
17	 241 	 250 
18	 250 	 251 
19	 260 	 269 
20	 269 	 270 
21	 278 	 287 
22	 287 	 291.5 
23	 297 	 300 
24	 306 	 307 
25	 315 	 322.6 
26	 325 	 329 
27	 334 	 339.5 
28	 343 	 346 
29	 352 	 357.5 
30	 381 	 381 
31	 399 	 399 
32	 408 	 411 
33	 464 	 464 
