929E	2.00	19981126	1	From IR ODP 154, p.340
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	471.5	481.38
2	481.3	490.00
3	491.0	495.88
4	500.8	506.32
5	510.4	516.25
6	520.0	527.75
7	529.3	534.29
8	539.0	544.75
9	548.6	555.70
10	558.3	567.40
11	567.9	575.85
12	577.5	587.03
13	587.2	595.51
14	596.9	606.58
15	606.5	616.09
16	616.1	625.47
17	628.8	635.04
18	635.3	642.95
19	645.0	654.85
20	654.7	663.75
21	664.3	671.65
22	673.9	681.51
23	683.2	687.35
24	692.8	700.36
25	702.5	712.32
26	712.2	719.18
27	721.9	727.36
28	731.6	738.66
29	741.2	748.13
30	750.9	753.50
31	760.6	770.47
32	770.2	770.20
33	779.9	789.18
34	789.5	789.53
35	799.2	801.41
