954B	2.00	19981027	1	From IR ODP 157, p.399-402
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	80.2	81.35
2	90.4	90.40
3	100.1	100.10
4	109.7	112.89
5	119.3	125.75
6	129.0	135.23
7	138.6	144.40
8	148.2	151.12
9	157.9	158.00
10	167.6	167.6
11	177.2	180.28
12	186.9	190.41
13	196.5	199.45
14	206.2	206.41
15	215.7	217.89
16	225.2	227.42
17	234.8	235.90
18	244.4	247.64
19	254.1	255.60
20	263.7	267.27
21	273.3	282.15
22	282.8	289.67
23	292.4	301.01
24	302.0	305.01
25	311.7	313.49
26	321.4	327.80
27	331.1	339.55
28	340.7	344.74
29	350.4	356.12
30	359.9	369.22
31	369.4	378.24
32	378.9	388.77
33	388.5	398.19
34	398.1	406.77
35	407.8	410.57
36	417.3	420.45
37	426.8	428.70
38	436.4	441.30
39	441.2	444.49
