250A	2.00	19910225	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 54.5 	 61 
2	 64 	 64 
3	 73.5 	 83 
4	 111.5 	 119.3 
5	 149.5 	 157.5 
6	 187.5 	 193.4 
7	 235 	 240.9 
8	 292 	 297.8 
9	 349 	 353.5 
10	 406 	 411.9 
11	 463 	 472.3 
12	 520 	 520.7 
13	 567.5 	 573 
14	 605.5 	 609 
15	 624.5 	 629.7 
16	 634 	 637.3 
17	 643.5 	 647.9 
18	 653 	 655.4 
19	 662.5 	 665.8 
20	 672 	 674.6 
21	 681.5 	 683.7 
22	 691 	 696.4 
23	 699.5 	 702.3 
24	 709 	 711.2 
25	 718.5 	 722.8 
26	 729 	 736.5 
