841B	2.00	19951011	1	From IR ODP, 135, p. 584
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0.0	wash core
2	169.8	173.81
3	179.4	181.24
4	189.1	191.63
5	198.7	202.01
6	208.4	210.81
7	218.1	220.50
8	227.7	229.19
9	237.4	239.97
10	247.0	248.36
11	256.7	258.87
12	266.3	269.61
13	275.6	281.40
14	285.2	285.28
15	294.9	300.98
16	304.6	312.93
17	313.8	319.44
18	323.5	326.56
19	333.2	337.19
20	342.5	346.58
21	352.1	356.79
22	361.4	365.82
23	371.1	375.93
24	380.7	382.51
25	390.4	393.85
26	400.1	402.49
27	409.7	410.25
28	419.4	421.33
29	429.1	432.03
30	438.8	440.83
31	448.5	448.66
32	458.1	460.41
33	467.8	472.26
34	477.5	480.60
35	487.1	491.92
36	496.8	501.27
37	506.4	512.13
38	516.1	521.41
39	525.7	529.07
40	535.3	540.72
41	545.0	549.80
42	554.3	560.57
43	564.0	565.99
44	573.6	575.89
45	583.3	585.10
46	592.9	596.50
47	602.6	605.80
48	612.3	612.86
49	621.9	622.20
50	631.6	631.88
51	641.3	645.82
52	650.9	654.31
53	660.6	663.14
54	670.2	674.90
55	679.8	680.10
56	689.4	689.88
57	699.1	699.82
58	708.8	709.20
59	718.1	718.35
60	727.8	727.95
61	737.5	737.72
62	747.2	750.15
63	756.9	758.69
64	766.5	766.57
65	776.2	776.59
66	785.9	786.18
67	795.5	795.72
68	805.2	805.36
69	814.9	815.06
70	824.6	824.63
