735B	2.00	19911009	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 2.3 
2	 6.5 	 9.5 
3	 14.5 	 16 
4	 17.5 	 19.25 
5	 21 	 21.28 
6	 24 	 24.94 
7	 26 	 27.3 
8	 29.2 	 29.95 
9	 33.2 	 34.22 
10	 36.2 	 37.47 
11	 39.2 	 39.28 
12	 39.4 	 43.41 
13	 44.5 	 48.72 
14	 51.2 	 56.2 
15	 56.2 	 59.01 
16	 61.8 	 67 
17	 67 	 67.36 
18	 68.5 	 71.9 
19	 74.7 	 80.28 
20	 84.2 	 87.2 
21	 89.2 	 92.06 
22	 94 	 98.76 
23	 100.5 	 105.5 
24	 105.5 	 109.97 
25	 110.5 	 114.19 
26	 115.5 	 121.24 
27	 121.5 	 126.21 
28	 126.5 	 131.5 
29	 131.5 	 135.66 
30	 136.5 	 142.3 
31	 143.5 	 148.5 
32	 148.5 	 153.15 
33	 153.5 	 158.5 
34	 158.5 	 162.46 
35	 163.5 	 171 
36	 171 	 175.78 
37	 176 	 179.88 
38	 181 	 186 
39	 186 	 190.24 
40	 191 	 195.92 
41	 196 	 200.18 
42	 201 	 206 
43	 206 	 210.68 
44	 211 	 215.93 
45	 216 	 221 
46	 221 	 226 
47	 226 	 230.87 
48	 231 	 235.76 
49	 236 	 238 
50	 238 	 243 
51	 243 	 247.46 
52	 248 	 252.89 
53	 253 	 258 
54	 258 	 264.98 
55	 265 	 269.67 
56	 270 	 274.19 
57	 275 	 280.1 
58	 280.5 	 284.24 
59	 285.5 	 290.4 
60	 290.5 	 295.5 
61	 295.5 	 300.5 
62	 300.5 	 305.5 
63	 305.5 	 314.34 
64	 315 	 320 
65	 320 	 323.73 
66	 325 	 328.95 
67	 330 	 334.67 
68	 335 	 338 
69	 341 	 346 
70	 346 	 350.76 
71	 351 	 356 
72	 356 	 365.2 
73	 365.5 	 374.5 
74	 375 	 384.5 
75	 384.5 	 394 
76	 394 	 402.62 
77	 403.5 	 409.34 
78	 409.5 	 414.5 
79	 414.5 	 423.84 
80	 424 	 433.5 
81	 433.5 	 442.2 
82	 443 	 451.57 
83	 452.5 	 462 
84	 462 	 470.87 
85	 471.5 	 481 
86	 481 	 489.76 
87	 490.5 	 498.62 
88	 500 	 500.7 
