998B	2.00	20000530	1	From IR ODP 165, p.53
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	558.3	567.57
2	567.9	576.97
3	577.5	586.44
4	587.1	595.20
5	596.8	605.37
6	606.3	615.87
7	616.0	622.75
8	625.6	632.60
9	635.2	643.84
10	644.8	653.31
11	654.5	659.21
12	664.1	669.54
13	673.8	681.28
14	683.5	688.94
15	693.1	698.87
16	702.7	708.02
17	712.3	718.31
18	722.0	730.98
19	731.6	740.78
20	741.2	746.23
21	750.8	758.82
22	760.5	768.98
23	770.1	776.59
24	777.1	778.79
25	779.8	789.29
26	789.4	797.99
27	798.9	808.01
28	808.5	818.05
29	818.2	825.48
30	827.8	837.67
31	837.5	847.13
32	847.1	856.41
33	856.7	865.14
34	866.3	875.54
35	875.9	884.87
36	885.5	893.76
37	895.1	903.28
