1123B	2.00	20000802	1	From IR ODP 181, p.75-76
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0	3.36
2	3.4	12.85
3	12.9	22.74
4	22.4	32.20
5	31.9	41.67
6	41.4	51.18
7	50.9	61.02
8	60.4	70.19
9	69.9	79.66
10	79.4	89.19
11	88.9	98.81
12	98.4	108.16
13	107.9	117.78
14	117.4	126.98
15	126.9	136.81
16	136.4	145.86
17	145.9	155.68
18	155.4	163.79
19	162.7	172.29
20	172.3	181.95
21	181.9	191.37
22	191.6	201.47
23	201.2	208.96
24	210.8	220.55
25	220.4	230.10
26	230.0	234.18
27	239.6	249.42
28	249.2	258.79
29	258.8	268.59
30	268.4	258.05
31	278.1	287.59
32	287.7	246.41
33	297.3	306.95
34	306.9	316.68
35	316.5	316.12
36	325.9	335.57
37	335.5	345.30
38	345.1	354.89
39	354.7	364.58
40	364.4	374.16
41	374.1	382.30
42	383.7	388.54
43	393.4	399.62
44	403.0	408.42
45	412.6	416.66
46	422.2	428.41
47	431.8	437.06
48	441.5	445.75
49	450.8	457.21
50	460.4	468.75
51	470.0	479.72
52	479.3	488.66
