626D	2.00	19911009	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 179.4 	 180.8 
2	 189 	 189 
3	 198.6 	 199.17 
4	 208.1 	 208.34 
5	 217.7 	 217.7 
6	 227.3 	 227.35 
7	 236.9 	 236.9 
8	 245.6 	 245.6 
9	 255.2 	 255.2 
10	 264.8 	 264.8 
11	 274.4 	 275.73 
12	 283.7 	 283.7 
13	 293.2 	 294.65 
14	 302.9 	 304.05 
15	 312.6 	 312.6 
16	 322.2 	 322.25 
17	 331.8 	 331.86 
18	 341.3 	 341.3 
19	 351 	 351.32 
20	 360.7 	 361.29 
21	 370.4 	 371.33 
22	 380.1 	 380.1 
23	 389.6 	 390.66 
24	 399.3 	 399.3 
25	 408.9 	 408.9 
26	 418.5 	 418.5 
27	 427.7 	 428.21 
28	 437.3 	 437.31 
