299	2.00	19910225	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 9.5 
2	 9.5 	 15.8 
3	 19 	 23.8 
4	 28.5 	 33.7 
5	 38 	 45.5 
6	 47.5 	 54.2 
7	 57 	 62.6 
8	 66.5 	 69.6 
9	 76 	 83.5 
10	 85.5 	 91.6 
11	 95 	 104.1 
12	 104.5 	 111.1 
13	 114 	 121 
14	 123.5 	 130.7 
15	 133 	 139.9 
16	 142.5 	 148 
17	 152 	 156.8 
18	 161.5 	 166.2 
19	 171 	 177.9 
20	 180.5 	 184.6 
21	 190 	 191.3 
22	 199.5 	 204.6 
23	 209.5 	 209.5 
24	 218.5 	 220.2 
25	 228 	 229 
26	 237.5 	 239 
27	 256.5 	 256.5 
28	 275.5 	 276.4 
29	 294.5 	 295 
30	 323 	 330.5 
31	 351.5 	 354.2 
32	 399 	 400.9 
33	 418 	 421.7 
34	 437 	 437.3 
35	 475 	 478 
36	 494 	 499.6 
37	 513 	 516.4 
38	 522.5 	 530.6 
