1241A	2.00	20020625	1
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS	
1	0.00	3.93	
2	3.90	13.79	
3	13.40	23.3	
4	22.90	32.73	
5	32.40	42.38	
6	41.90	51.97	
7	51.40	61.28	
8	60.90	70.99	
9	70.40	80.46	
10	79.90	90	
11	89.40	99.34	
12	98.90	108.72	
13	108.40	118.07	
14	117.90	127.82	
15	127.40	137.75	
16	136.90	147.06	
17	146.40	156.52	
18	155.90	165.82	
19	165.40	175.50	
20	174.90	175.08	
21	184.40	185.54	
22	193.90	203.9	
23	203.40	213.59	
24	212.90	222.78	
25	222.40	232.48	
26	231.90	241.89	
27	241.40	251.51	
28	250.90	250.95	
29	260.40	270.16	
30	269.90	279.97	
31	279.40	289.33	
32	288.90	298.87	
33	298.40	308.22	
34	307.90	317.78	
35	314.20	324.03	
36	323.20	332.98	
37	332.90	342.77	
38	342.50	346.18	
39	352.00	360.9	
40	361.70	371.52	
41	371.30	378.04	
42	381.00	390.8	
43	390.60	393.68	
