583	2.00	19910225	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 1.41 
2	 5.5 	 15 
3	 15 	 22.94 
4	 23 	 32.5 
5	 32.5 	 40.9 
6	 40.9 	 41.2 
7	 45.9 	 55.15 
8	 55.4 	 62.5 
9	 62.5 	 64.06 
10	 67.5 	 71.59 
11	 73.5 	 77.19 
12	 77.5 	 77.65 
13	 87 	 88.79 
14	 92 	 93.51 
15	 97 	 97.01 
16	 102 	 102 
17	 107 	 111.57 
18	 112 	 112 
19	 117 	 119.46 
20	 122 	 124.82 
21	 126 	 126.95 
22	 130 	 130 
23	 135 	 139 
24	 139 	 139 
25	 143 	 143.59 
26	 148 	 148.52 
27	 150 	 150 
