840B	2.00	19960219	1	From IR ODP, 135, p. 502
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0.0	1.79
2	9.5	9.50
3	18.9	18.91
4	28.4	28.65
5	37.9	37.90
6	47.4	47.40
7	57.1	57.10
8	66.7	66.70
9	76.4	76.58
10	86.1	86.90
11	95.7	98.67
12	105.4	112.82
13	115.1	119.97
14	124.8	124.80
15	134.4	134.51
16	144.1	144.10
17	153.8	154.06
18	163.4	163.41
19	172.7	172.71
20	182.4	182.41
21	192.0	192.00
22	201.7	201.85
23	211.4	211.41
24	221.0	222.90
25	230.7	230.70
26	240.4	241.52
27	250.0	250.00
28	259.7	262.85
29	269.4	270.35
30	279.1	280.25
31	288.8	289.61
32	298.5	299.19
33	308.2	309.61
34	317.8	319.44
35	327.5	331.14
36	332.4	333.75
37	337.4	340.20
38	347.1	348.75
39	356.8	359.69
40	366.5	367.90
41	376.2	378.13
42	385.8	390.70
43	395.5	399.32
44	404.9	406.47
45	414.2	417.50
46	423.9	426.47
47	433.5	438.17
48	442.8	448.03
49	452.4	457.22
50	462.1	468.12
51	471.7	479.18
52	481.4	491.07
53	491.0	497.43
54	500.7	505.01
55	510.4	516.32
56	520.2	526.65
57	529.6	536.56
58	539.3	547.75
59	549.0	552.55
60	558.7	567.04
61	568.3	577.04
62	578.0	587.85
63	587.7	593.52
