71	2.00	19910225	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 9 
2	 9 	 16 
3	 18 	 27 
4	 27 	 33.1 
5	 34 	 43 
6	 43 	 52 
7	 52 	 61 
8	 61 	 68.6 
9	 70 	 79 
10	 79 	 88 
11	 89 	 98 
12	 98 	 107 
13	 107 	 116 
14	 116 	 125 
15	 125 	 134 
16	 134 	 135.5 
17	 143 	 152 
18	 152 	 161 
19	 161 	 170 
20	 170 	 179 
21	 179 	 188 
22	 189 	 197.8 
23	 198 	 207 
24	 207 	 216 
25	 216 	 223.6 
26	 225 	 233.8 
27	 235 	 235.9 
28	 244 	 253 
29	 253 	 261.8 
30	 262 	 271 
31	 271 	 278.9 
32	 280 	 289 
33	 290 	 293 
34	 299 	 307.8 
35	 308 	 317 
36	 317 	 326 
37	 326 	 332.1 
38	 336 	 345 
39	 345 	 346.8 
40	 354 	 363 
41	 363 	 364.5 
42	 372 	 381 
43	 381 	 384 
44	 390 	 399 
45	 399 	 403.5 
46	 408 	 416.8 
47	 418 	 424.1 
48	 427 	 430.4 
49	 472 	 474 
