1040C	2.00	20010611	1	From IR ODP 170, p.101
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	159.3	166.97
2	168.8	175.27
3	178.4	185.02
4	188.0	192.88
5	197.6	206.17
6	207.3	215.16
7	216.9	222.38
8	226.5	233.23
9	236.1	246.07
10	245.8	253.33
11	255.4	264.39
12	265.1	272.17
13	274.7	282.73
14	284.4	291.98
15	294.1	303.95
16	303.7	306.86
17	313.3	317.60
18	323.0	427.13
19	332.6	338.35
20	342.2	350.81
21	351.8	361.67
22	361.4	371.25
23	371.0	376.24
24	380.6	385.64
25	390.2	397.90
26	399.8	405.76
27	409.4	417.39
28	419.1	425.32
29	428.6	432.60
30	438.2	446.75
31	447.8	454.20
32	457.4	466.29
33	467.0	476.91
34	476.7	483.48
35	486.4	491.82
36	496.0	502.36
37	505.6	511.78
38	515.3	523.17
39	524.9	531.34
40	534.5	544.34
41	544.1	553.87
42	553.7	563.49
43	563.4	568.20
44	573.1	579.34
45	582.7	590.14
46	592.3	598.88
47	601.9	611.80
48	611.6	621.47
49	621.2	630.02
50	630.8	638.50
51	640.4	646.57
52	650.0	654.29
53	659.6	671.35
