1192A	2.00	20020625	1	From IR ODP 194, CD-ROM,ch.3,p.60
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0.0	9.60
2	9.5	14.47
3	19.0	28.66
4	28.5	28.69
5	29.5	38.72
6	39.0	49.03
7	48.5	58.40
8	58.0	68.05
9	67.5	77.02
10	77.0	86.70
11	86.5	87.41
12	87.5	97.48
13	97.0	106.81
14	106.5	116.48
15	116.0	125.72
16	125.5	134.82
17	135.0	144.94
18	144.5	154.49
19	154.0	164.00
20	163.5	173.46
21	173.0	183.14
22	182.5	192.56
23	192.0	192.77
24	193.0	203.08
25	202.5	212.55
26	212.0	222.07
27	221.5	231.48
28	231.0	231.0
29	232.0	241.86
30	241.5	241.50
