938A	2.00	19980722	1	From IR ODP 155, p.412
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0	7.60
2	7.6	17.91
3	17.1	27.28
4	26.6	37.37
5	36.1	46.63
6	45.6	56.33
7	55.1	65.79
8	64.6	74.72
9	74.1	83.90
10	83.6	92.15
11	93.1	101.72
12	102.7	110.50
13	112.4	119.90
14	122.0	128.84
15	131.6	139.04
16	141.2	149.00
17	150.8	155.58
18	160.4	166.35
19	170.1	172.80
20	179.8	187.36
21	189.5	189.96
22	196.5	203.42
23	203.5	208.73
24	213.1	220.75
25	222.8	225.61
26	232.3	234.35
27	241.8	251.07
28	251.4	259.30
29	261.0	269.28
30	270.6	275.37
31	280.2	285.01
32	289.9	297.81
33	299.5	306.35
34	309.2	309.20
