1018C	2.00	20010328	1	From IR ODP 167, p.317
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0	6.56
2	6.5	16.36
3	16.0	25.88
4	25.5	35.66
5	35.0	45.24
6	44.5	54.51
7	54.0	64.21
8	63.5	69.77
9	69.5	78.43
10	79.0	89.18
11	88.5	96.31
12	98.2	107.15
13	107.9	117.73
14	117.5	127.16
15	127.2	136.89
16	136.9	146.83
17	146.6	156.30
18	156.3	166.16
19	165.9	175.83
20	175.5	185.47
21	185.2	195.10
22	194.7	204.62
23	204.4	214.25
24	214.0	223.89
25	223.6	233.31
26	233.3	238.06
27	242.9	252.84
28	252.5	262.34
