664B	2.00	19911009	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 9.5 
2	 9.5 	 18.75 
3	 19 	 28.5 
4	 28.5 	 38 
5	 38 	 47.5 
6	 47.5 	 56.98 
7	 57 	 66.42 
8	 66.5 	 76 
9	 76 	 85.5 
10	 85.5 	 94.67 
11	 95 	 104.47 
12	 104.5 	 114 
13	 114 	 123.5 
14	 123.5 	 132.66 
15	 133 	 142.43 
16	 142.5 	 152 
17	 152 	 161.5 
18	 161.5 	 171 
19	 171 	 179.52 
20	 180.5 	 190 
21	 190 	 199.35 
22	 199.5 	 209 
23	 209 	 218.5 
24	 218.5 	 228 
25	 228 	 236.66 
26	 237.5 	 246.29 
