1171D	2.00	20020820	1	From IR ODP 189, CD-ROM,ch.6,p.127-128
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	247.6	250.32
2	257.0	260.73
3	266.6	271.39
4	276.2	280.64
5	285.8	287.64
6	293.8	295.31
7	300.4	302.35
8	305.4	307.89
9	314.7	318.82
10	324.3	330.83
11	333.9	334.03
12	343.5	343.69
13	353.2	353.35
14	362.8	363.33
15	372.4	374.40
16	382.0	385.23
17	391.6	398.45
18	401.2	401.23
19	410.8	417.68
20	420.4	428.71
21	430.0	430.38
22	439.6	448.89
23	449.2	453.63
24	458.8	464.37
25	468.5	476.86
26	478.1	488.03
27	487.7	497.50
28	497.3	505.78
29	507.0	516.84
30	516.6	524.63
31	526.2	533.78
32	535.8	544.01
33	545.5	555.07
34	555.1	564.84
35	564.7	573.91
36	574.3	584.15
37	583.9	593.62
38	593.6	603.27
39	603.2	611.90
40	612.8	622.75
41	622.4	631.19
42	632.0	641.86
43	641.6	651.06
44	651.3	660.76
45	660.9	665.91
46	670.5	677.84
47	680.2	690.29
48	689.9	699.55
49	699.5	709.42
50	709.1	718.53
51	718.7	727.00
52	728.3	738.16
53	737.9	745.85
54	747.5	757.31
55	757.1	767.00
56	766.7	771.45
57	776.3	781.78
58	785.9	795.54
59	795.5	805.87
60	805.1	814.65
61	814.7	822.65
62	824.3	834.20
63	833.9	843.86
64	843.5	852.06
65	853.1	863.05
66	862.7	870.79
67	872.3	882.27
68	881.7	889.47
69	891.3	901.14
70	900.9	908.12
71	910.5	919.17
72	920.2	929.34
73	929.9	939.56
74	939.5	939.58
75	949.2	954.99
