1058A	20011221	1	From IR ODP, 172, p.82
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0.0	9.85
2	9.5	19.27
3	19.0	28.88
4	28.5	38.47
5	38.0	48.13
6	47.5	57.72
7	57.0	67.32
8	66.5	76.81
9	76.0	86.25
10	85.5	95.78
11	95.0	105.85
12	104.5	115.11
13	114.0	124.70
14	123.5	134.06
15	133.0	143.55
16	142.5	152.81
