1119C	2.00	20000802	1	From IR ODP 181, p.69-70
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0	8.27
2	8.3	17.65
3	17.8	27.88
4	27.3	37.54
5	36.8	47.12
6	46.3	56.70
7	55.8	66.47
8	65.3	75.57
9	74.8	85.28
10	84.3	94.45
11	93.8	104.30
12	103.3	113.49
13	112.8	123.11
14	122.3	132.83
15	131.8	142.08
16	141.3	152.42
17	150.8	161.21
18	160.3	170.20
19	168.7	176.67
20	178.3	187.92
21	187.9	196.57
22	197.6	206.88
23	207.2	217.20
24	216.8	216.80
25	226.4	235.75
26	236.0	245.96
27	245.6	254.68
28	255.2	264.92
29	264.8	274.47
30	274.5	284.05
31	284.1	293.78
32	293.8	303.24
33	303.4	312.88
34	313.0	319.22
35	322.3	332.01
36	331.9	338.88
37	341.5	343.26
38	351.1	360.22
39	360.8	363.49
40	370.5	373.56
41	380.1	382.29
42	389.8	396.34
43	399.4	402.64
44	409.0	418.90
45	418.6	419.42
46	428.2	437.82
47	437.9	447.52
48	447.2	457.00
49	456.8	465.57
50	466.4	476.07
51	475.6	483.66
52	485.2	494.72
