754B	2.00	19911009	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 0 
2	 122.7 	 123.06 
3	 132.3 	 132.3 
4	 142 	 142 
5	 151.7 	 156.84 
6	 161.3 	 165.85 
7	 171 	 180.05 
8	 180.6 	 182.98 
9	 190.3 	 199.26 
10	 200 	 206.61 
11	 209.6 	 213.06 
12	 219.2 	 221.25 
13	 228.9 	 237.04 
14	 238.5 	 248.2 
15	 248.2 	 257.35 
16	 257.9 	 262.71 
17	 267.6 	 270.74 
18	 277.3 	 279.43 
19	 287 	 288.62 
20	 296.7 	 299.25 
21	 306.3 	 308.66 
22	 316 	 318.09 
23	 325.6 	 326.18 
24	 335.3 	 337.34 
25	 345 	 345.61 
