1199A	2.00	20020626	1	From IR ODP 194, CD-ROM,ch.7,p.119-120
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0.0	9.50
2	9.5	15.28
3	17.4	18.56
4	18.9	26.69
5	26.8	34.00
6	35.7	40.30
7	45.1	48.92
8	54.0	57.20
9	63.6	71.45
10	73.2	79.53
11	82.8	86.40
12	92.5	101.43
13	102.1	108.52
14	111.8	114.58
15	121.4	122.13
16	131.0	137.01
17	140.6	141.28
18	150.2	153.04
19	159.8	159.87
20	169.4	170.22
21	179.0	179.17
22	188.6	188.61
23	198.2	198.24
24	207.8	207.84
25	217.4	217.42
26	227.0	227.00
27	236.7	236.72
28	246.3	246.30
29	255.9	255.94
30	265.5	265.86
31	275.2	275.50
32	284.8	284.98
33	294.4	294.65
34	304.0	304.32
35	313.7	314.77
36	323.3	323.33
37	332.9	333.13
38	342.6	342.80
39	352.2	353.23
40	361.8	362.66
41	371.4	372.85
42	381.1	381.86
43	390.7	390.79
44	400.3	400.37
45	409.9	419.63
