379A	2.00	19910225	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 7 
2	 7 	 7 
3	 16.5 	 16.5 
4	 26 	 32.5 
5	 35.5 	 35.5 
6	 45 	 54.4 
7	 54.5 	 61.4 
8	 64 	 70.5 
9	 73.5 	 78.5 
10	 83 	 88.8 
11	 92.5 	 98.3 
12	 102 	 105.4 
13	 111.5 	 120 
14	 121 	 129.6 
15	 130.5 	 135.8 
16	 140 	 144.4 
17	 149.5 	 150.9 
18	 159 	 160.9 
19	 168.5 	 176.3 
20	 178 	 181.23 
21	 187.5 	 197 
22	 197 	 204.6 
23	 206.5 	 214.7 
24	 216 	 224.22 
25	 225.5 	 235 
26	 235 	 240.6 
27	 244.5 	 249.15 
28	 254 	 260.2 
29	 263.5 	 272 
30	 273 	 275.75 
31	 282.5 	 288.05 
32	 292 	 294.25 
33	 301.5 	 302 
34	 311 	 318.9 
35	 320.5 	 328 
36	 330 	 336.6 
37	 339.5 	 347.5 
38	 349 	 358.05 
39	 358.5 	 364.6 
40	 368 	 374.6 
41	 377.5 	 378 
42	 379.5 	 386.1 
43	 387 	 395 
44	 396.5 	 396.5 
45	 406 	 412.2 
46	 415.5 	 423.1 
47	 425 	 430.8 
48	 434.5 	 442.05 
49	 444 	 451.9 
50	 453.5 	 461.05 
51	 463 	 469.55 
52	 472.5 	 477.7 
53	 482 	 484.7 
54	 491.5 	 499 
55	 501 	 504.45 
56	 510.5 	 516.7 
57	 520 	 526.9 
58	 529.5 	 536.1 
59	 539 	 548.1 
60	 548.5 	 556 
61	 558 	 558.15 
62	 562 	 564.9 
63	 567.5 	 567.6 
64	 577 	 580.5 
65	 586.5 	 595.25 
66	 596 	 598.6 
67	 605.5 	 611.1 
68	 615 	 621.8 
