332A	2.00	20011016	1	From IR DSDP, 37, p. 37
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	7.0	8.00
2	64.0	70.40
3	73.5	78.75
4	83.0	89.40
5	92.5	100.40
6	102.0	104.80
7	111.5	113.10
8	121.0	122.70
9	130.5	131.30
10	140.0	143.30
11	149.5	149.83
12	159.0	160.30
13	168.5	168.70
14	178.0	178.77
15	187.5	187.70
16	197.0	197.57
17	206.5	207.05
18	216.0	217.96
19	225.5	225.84
20	235.0	235.50
21	244.5	245.22
22	254.0	255.10
23	263.5	264.40
24	273.0	273.18
25	282.5	283.37
26	292.0	293.38
27	301.5	302.68
28	311.0	313.00
29	320.5	321.40
30	330.0	331.60
31	339.5	342.05
32	349.0	350.08
33	358.5	359.70
34	368.0	369.37
35	377.5	377.86
36	387.0	388.55
37	396.5	397.00
38	406.0	406.24
39	415.5	415.80
40	425.0	427.90
