1011B	2.00	20010322	1	From IR ODP 167, p.91
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0	8.40
2	8.4	18.23
3	17.9	27.84
4	27.4	37.25
5	36.9	46.80
6	46.4	56.43
7	55.9	65.77
8	65.4	75.82
9	74.9	84.94
10	84.4	94.38
11	93.9	103.66
12	103.4	113.12
13	112.9	122.68
14	122.4	132.36
15	131.9	138.16
16	137.9	145.99
17	146.5	156.35
18	156.2	166.15
19	165.7	175.35
20	175.4	184.98
21	185.0	194.82
22	194.6	204.36
23	204.3	213.90
24	213.9	223.56
25	223.5	233.41
26	233.2	243.07
27	242.8	262.29
28	252.4	262.09
29	262.1	262.46
30	271.7	272.32
31	276.4	278.01
