434	2.00	19910225	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 6.5 
2	 6.5 	 8.4 
3	 16 	 16.3 
4	 25.5 	 27.86 
5	 35 	 36.92 
6	 44.5 	 45 
7	 54 	 56.22 
8	 63.5 	 63.53 
9	 73 	 75.23 
10	 82.5 	 82.53 
11	 92 	 92.15 
12	 101.5 	 103.2 
13	 111 	 111.15 
14	 120.5 	 120.6 
15	 130 	 133.39 
16	 139.5 	 140.77 
17	 149 	 149.59 
18	 158.5 	 158.74 
19	 168 	 171 
20	 177.5 	 179.4 
21	 187 	 187.15 
22	 196.5 	 197.5 
23	 206 	 210.75 
24	 215.5 	 217.09 
25	 225 	 227.83 
26	 234.5 	 237.4 
27	 244 	 245.35 
28	 253.5 	 255.9 
29	 263 	 264.2 
30	 272.5 	 274.1 
31	 282 	 282.9 
32	 291.5 	 292.25 
33	 294.5 	 297.91 
