482B	2.00	19910225	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 44 	 51.26 
2	 53.5 	 59.93 
3	 63 	 63.1 
4	 72.5 	 76.78 
5	 82.5 	 86.38 
6	 91.5 	 99.59 
7	 101 	 103.68 
8	 110.5 	 117.54 
9	 120 	 129.13 
10	 129.5 	 137 
11	 137 	 139 
12	 139 	 141.59 
13	 144 	 146.11 
14	 148 	 151.55 
15	 157 	 162.5 
16	 166 	 171.52 
17	 175 	 177.39 
18	 184 	 185.86 
19	 193 	 194.5 
20	 197.5 	 200.66 
21	 202 	 205.11 
22	 211 	 215.21 
23	 220 	 220.23 
24	 224.5 	 227.5 
