594A	2.00	19910225	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 41.3 	 50.9 
2	 50.9 	 59.92 
3	 60.5 	 68.66 
4	 70.1 	 79.31 
5	 79.7 	 89.05 
6	 89.3 	 98.14 
7	 98.9 	 107.52 
8	 108.5 	 116.93 
9	 118.1 	 127.53 
10	 127.7 	 137.22 
11	 197.9 	 205.47 
12	 495.5 	 497.62 
13	 505.1 	 513.27 
14	 514.7 	 521.88 
15	 524.3 	 528.85 
16	 533.9 	 542.55 
17	 543.5 	 549.85 
18	 553.1 	 558.08 
19	 562.7 	 565.06 
20	 572.3 	 576.17 
21	 581.9 	 584.5 
22	 591.5 	 592.59 
23	 601.1 	 603.96 
24	 610.7 	 613.62 
25	 620.3 	 623.47 
26	 629.9 	 632.63 
