1005A	2.00	20000823	1	From IR ODP 166, p.175
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0	2.46
2	2.5	12.38
3	12.0	15.55
4	16.0	25.46
5	25.5	35.50
6	35.0	44.84
7	44.5	51.98
8	52.0	61.34
9	61.5	67.98
10	67.5	71.25
11	72.0	76.95
12	81.6	89.14
13	91.2	96.46
14	100.4	100.76
15	100.9	110.05
16	119.4	124.21
17	128.7	128.95
18	138.0	139.25
19	147.3	151.33
20	156.6	164.29
21	166.0	166.14
22	175.2	179.37
23	184.6	186.42
24	194.0	194.59
25	203.3	203.30
26	212.3	213.46
27	221.3	221.34
28	230.3	230.30
29	239.8	239.97
30	249.3	255.07
31	258.7	265.26
32	268.1	268.10
33	274.0	274.00
34	280.3	282.93
35	286.6	290.83
36	296.1	299.75
37	305.7	306.45
38	314.6	316.14
39	324.2	324.58
40	333.7	333.90
41	343.1	343.41
42	351.9	354.84
43	360.9	361.58
44	370.4	371.02
45	379.7	379.70
46	389.2	389.26
47	398.2	399.80
48	407.6	407.63
49	417.1	417.10
50	426.5	426.89
51	435.5	435.55
52	444.5	444.87
