1166A	2.00	20020812	1	From IR ODP 188, CD-ROM,ch.4,p.100
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0.0	2.97
2	10.4	10.65
3	19.8	21.59
4	29.2	29.27
5	38.2	39.60
6	47.3	47.40
7	56.4	56.50
8	65.4	66.30
9	75.0	76.20
10	84.4	85.18
11	94.0	95.75
12	103.7	106.42
13	113.3	117.35
14	123.0	131.93
15	132.6	142.50
16	142.2	148.36
17	151.4	156.99
18	161.0	163.60
19	170.6	170.98
20	180.3	180.40
21	189.9	189.91
22	199.5	200.67
23	209.1	210.18
24	218.7	220.85
25	228.3	230.05
26	237.9	240.36
27	247.6	249.42
28	257.2	258.72
29	266.8	267.18
30	276.4	276.60
31	286.0	288.26
32	295.3	298.33
33	304.9	304.95
34	313.9	314.96
35	323.5	323.50
36	333.2	333.20
37	342.8	343.00
38	352.4	352.40
39	362.0	362.03
40	371.6	371.60
