881C	2.00	19960325	1	From IR ODP, 145, p. 40
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0	3.92
2	3.8	13.43
3	13.3	22.11
4	22.8	32.64
5	32.3	41.10
6	41.8	51.64
7	51.3	60.59
8	60.8	70.85
9	70.3	78.87
10	79.8	89.39
11	89.3	98.56
12	98.8	108.71
13	108.3	117.62
14	117.8	127.80
15	127.3	137.05
16	136.8	146.76
17	146.3	155.78
18	155.8	159.70
19	162.3	162.30
20	171.9	171.90
21	181.7	191.20
22	191.2	191.20
23	200.6	209.92
24	209.7	209.70
25	219.0	224.28
26	228.7	228.70
27	238.3	246.95
28	248.0	248.00
29	257.6	261.68
30	267.2	276.64
31	276.9	276.90
32	286.5	290.35
33	296.2	296.20
34	305.8	305.80
35	315.4	322.86
36	325.1	334.75
37	334.8	334.80
38	344.5	344.50
39	354.1	354.10
