1090B	2.00	20000114	1	From IR ODP 177, p.58
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	04.251
2	4.2	13.90
3	13.7	22.33
4	23.2	32.56
5	32.7	41.45
6	42.2	51.89
7	51.7	59.34
8	61.2	69.68
9	70.7	80.14
10	80.2	88.46
11	89.7	99.21
12	99.2	108.94
13	108.7	117.17
14	118.2	127.56
15	127.7	136.83
16	137.2	146.85
17	146.7	154.46
18	156.2	165.47
19	165.7	173.24
20	175.2	184.52
21	184.7	194.19
22	194.4	203.79
23	204.1	213.86
24	213.8	223.35
25	223.5	233.09
26	233.2	242.78
27	242.9	251.78
28	252.6	262.24
29	262.3	271.92
30	272.0	281.74
31	281.7	291.55
32	291.4	294.43
33	294.9	297.81
34	301.1	310.78
35	310.8	319.94
36	320.4	330.20
37	330.0	337.21
38	339.6	349.22
39	349.2	358.88
40	358.8	368.65
41	368.4	372.63
42	378.1	387.55
43	387.8	397.69
