528A	2.00	19910225	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 2.9 
2	 2.9 	 7.3 
3	 7.3 	 11.7 
4	 11.7 	 16.1 
5	 16.1 	 20.5 
6	 20.5 	 24.9 
7	 24.9 	 29.3 
8	 29.3 	 33.7 
9	 33.7 	 38.1 
10	 38.1 	 42.5 
11	 42.5 	 46.9 
12	 46.9 	 51.3 
13	 51.3 	 55.7 
14	 55.7 	 58.95 
15	 60.1 	 64.5 
16	 64.5 	 66.28 
17	 68.9 	 70.9 
18	 73.3 	 77.48 
19	 77.7 	 81.68 
20	 82.1 	 83.26 
21	 86.5 	 88.57 
22	 90.9 	 95.3 
23	 95.3 	 99.7 
24	 99.7 	 100.91 
25	 104.1 	 108.5 
26	 108.5 	 112.9 
27	 112.9 	 117.3 
28	 117.3 	 118.94 
29	 121.7 	 123.4 
30	 126.1 	 129.05 
