739C	2.00	19911009	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 1.2 
2	 9.5 	 9.56 
3	 19 	 19.02 
4	 24.1 	 28.7 
5	 28.7 	 32.21 
6	 38.3 	 38.3 
7	 48 	 48.02 
8	 57.6 	 57.65 
9	 67.3 	 67.61 
10	 76.9 	 77 
11	 86.6 	 86.66 
12	 96.3 	 96.38 
13	 105.9 	 107.64 
14	 115.5 	 119.99 
15	 125.2 	 126.7 
16	 130.3 	 134.73 
17	 135 	 140 
18	 140 	 143.49 
19	 144.7 	 148.52 
20	 149.7 	 153.12 
21	 154.3 	 158.7 
22	 159.3 	 164 
23	 164 	 167.12 
24	 169 	 169.16 
25	 173.6 	 174.95 
26	 183.2 	 188.04 
27	 192.9 	 193.85 
28	 202.5 	 209.56 
29	 212.2 	 219.57 
30	 221.8 	 230.24 
31	 231.4 	 238 
32	 241.1 	 242.25 
33	 250.7 	 259.3 
34	 260.4 	 267.43 
35	 270 	 275.41 
36	 279.7 	 287.3 
37	 289.3 	 290.34 
38	 298.9 	 303.73 
39	 308.6 	 313.61 
40	 318.2 	 319.87 
41	 327.8 	 332.61 
42	 337.5 	 340.52 
43	 347.1 	 348.86 
44	 356.8 	 359.75 
45	 366.5 	 366.76 
46	 376.2 	 378.43 
47	 385.9 	 386.88 
48	 395.6 	 398.09 
49	 405.2 	 405.26 
50	 414.9 	 417.03 
51	 424.5 	 426.73 
52	 434.2 	 436.59 
53	 439.2 	 440.74 
54	 443.9 	 445.8 
55	 448.9 	 451.08 
56	 453.5 	 454.45 
57	 458.5 	 459.49 
58	 463.2 	 466.33 
59	 468.2 	 468.96 
60	 472.9 	 474.36 
61	 477.9 	 477.92 
62	 482.6 	 482.73 
